"ULTIMA ATUALIZACAO";"08/04/2021 02:08"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"124.147.944-53";"JOSÉ CARLOS FONTAINE COSTA";"02/21";"26/02/2021";"Despesa com aluguel sala 912 - escritório parlamentar no estado. 02/2021";"2684";"2156296"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.423.963/0001-11";"OI Móvel S.A.";"646475674";"15/02/2021";"Despesa com telefone fixo - escritório parlamentar no estado - 02/2021";"291,93";"2156301"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4262447821112";"10/02/2021";"Despesa com IPTU 2021 - escritório parlamentar no estado - sala 911 - Cota única";"2483,18";"2155323"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.565.000/0001-92";"PREFEITURA MUNICIPAL DO RECIFE";"4262448421118";"10/02/2021";"Despesa com IPTU 2021 - imóvel destinado ao escritório parlamentar no estado - sala 912 - Cota única";"3643,71";"2155324"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"0355643";"19/01/2021";"Despesa com condomínio do escritório parlamentar no estado - sala 911 - 02-21";"509,95";"2155125"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"0355644";"19/01/2021";"Despesa com condomínio do escritório parlamentar no estado - sala 912 - 02-21";"614,41";"2155126"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0014-93";"TELEMAR NORTE LESTE S/A";"1200115724168";"14/02/2021";"Despesa com telefone fixo - escritório parlamentar no estado - 02/2021";"115,22";"2156300"
"2021";"2";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.421.421/0001-11";"TIM S.A.";"4424994269";"07/02/2021";"Despesa com telefone celular no estado - 02/2021";"654,12";"2156303"
"2021";"2";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"37.067.543/0001-36";"Fábrica de Ideias Tecnologia e Comunicações LTDA";"5404";"01/02/2021";"Despesa com serviço de clipping. 01-21";"1600";"2155083"
"2021";"2";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.786.763/0002-89";"POSTO XINGU LTDA";"512681";"13/02/2021";"Despesa com combustível no estado. 01/2021";"244,72";"2156148"
"2021";"2";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.586.213/0001-17";"R Mendes Empreendimentos Eireli - EPP";"411/2021";"01/03/2021";"Despesa com locação de veículo para uso no estado. 03/21";"7000";"2157399"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL";"UNR8ME";"29/01/2021";"Companhia Aérea: AZUL, Localizador: UNR8ME. Passageiros: LILIANE DE SOUZA NUNES (Matrícula 296743, COMISSIONADO), Voo: 4197 - BSB/REC - 03/02/2021;";"1229,6";"2156086"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"09.296.295/0001-60";"AZUL";"PLJBSK";"08/02/2021";"Companhia Aérea: AZUL, Localizador: PLJBSK. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 4198 - REC/BSB - 09/02/2021;";"1146,83";"2156478"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"JH52RL";"26/02/2021";"Companhia Aérea: GOL, Localizador: JH52RL. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 1930 - GRU/PNZ - 04/03/2021; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 1121 - BSB/GRU - 04/03/2021;";"909,47";"2156299"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"TQVGJG";"02/02/2021";"Companhia Aérea: LATAM, Localizador: TQVGJG. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3483 - BSB/REC - 04/02/2021;";"1325,47";"2155090"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"MYAFGY";"09/02/2021";"Companhia Aérea: LATAM, Localizador: MYAFGY. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3483 - BSB/REC - 09/02/2021;";"1519,3";"2155322"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"KJVBAH";"10/02/2021";"Companhia Aérea: LATAM, Localizador: KJVBAH. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3016 - REC/BSB - 22/02/2021;";"675,93";"2155430"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"ROJNFT";"24/02/2021";"Companhia Aérea: LATAM, Localizador: ROJNFT. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3483 - BSB/REC - 25/02/2021;";"1325,47";"2156150"
"2021";"2";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"YCEHUN";"04/04/2021";"Companhia Aérea: LATAM, Localizador: YCEHUN. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3016 - REC/BSB - 08/02/2021;";"2370,57";"2155091"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"146358967";"05/03/2021";"Despesa com energia elétrica - escritório parlamentar no estado - PNZ - 02/21";"372,48";"2157189"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"146811459";"09/03/2021";"Despesa com energia elétrica - escritório parlamentar no estado - sala 911 - 02/21";"176,78";"2157186"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10.835.932/0001-08";"COMPAINHA ENERGÉTICA DE PERNAMBUCO";"146811460";"09/03/2021";"Despesa com energia elétrica - escritório parlamentar no estado - sala 912 - 02/21";"275,79";"2157188"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"0368816";"22/02/2021";"Despesa com taxa de condomínio do escritório parlamentar no estado. Sala 911 - 03/21";"509,95";"2156526"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.755.190/0001-64";"SUBCONDOMINIO COMPLEXO EMPRESARIAL RM TRADE CENTER";"0368817";"22/02/2021";"Despesa com taxa de condomínio do escritório parlamentar no estado. Sala 912 - 03/21";"614,41";"2156527"
"2021";"3";"FERNANDO BEZERRA COELHO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.028.316/8920-80";"ECT - Emp. Bras. de Correios e Telégrafos";"1990265058";"04/03/2021";"Despesa com serviços postais - correios. 03/2021";"25,8";"2156784"
"2021";"3";"FERNANDO BEZERRA COELHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"37.067.543/0001-36";"Fábrica de Ideias Tecnologia e Comunicações LTDA";"000.005.474";"03/03/2021";"Despesa com serviços de clipping. 03/21";"2320";"2156529"
"2021";"3";"FERNANDO BEZERRA COELHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.044.272/0003-20";"Organização de Petroleo e Shopping LTDA";"70778";"03/03/2021";"Despesas com combustível no estado. 03/21";"255,62";"2156783"
"2021";"3";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"07.575.651/0001-59";"GOL";"UMNVYM";"17/03/2021";"Companhia Aérea: GOL, Localizador: UMNVYM. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 4114 - GRU/PNZ - 24/03/2021; FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 1121 - BSB/GRU - 24/03/2021;";"222";"2157192"
"2021";"3";"FERNANDO BEZERRA COELHO";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"LOGLPS";"01/03/2021";"Companhia Aérea: LATAM, Localizador: LOGLPS. Passageiros: FERNANDO BEZERRA DE SOUZA COELHO (Matrícula 296240, PARLAMENTAR), Voo: 3016 - REC/BSB - 01/03/2021;";"1592,93";"2156528"
"2021";"1";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.354.051/0001-47";"SUPERPHOTO COMUNICAÇÃO LIMITADA";"137";"21/01/2021";"";"17000";"2154477"
"2021";"1";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"36.299.151/0001-30";"TEXTO & CONTEXTO ASSESSORIA EM COMUNICAÇÃO EIRELI";"13";"21/01/2021";"";"15000";"2154476"
"2021";"2";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.354.051/0001-47";"SUPERPHOTO COMUNICAÇÃO LIMITADA";"000.139";"23/02/2021";"";"17000";"2155957"
"2021";"2";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"36.299.151/0001-30";"TEXTO & CONTEXTO ASSESSORIA EM COMUNICAÇÃO EIRELI";"000.000.014";"23/02/2021";"";"15000";"2155956"
"2021";"3";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.354.051/0001-47";"SUPERPHOTO COMUNICAÇÃO LIMITADA";"000140";"24/03/2021";"";"17000";"2157488"
"2021";"3";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"36.299.151/0001-30";"TEXTO & CONTEXTO ASSESSORIA EM COMUNICAÇÃO EIRELI";"000000015";"25/03/2021";"";"15000";"2157487"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0224-69";"CLARO - S. A.";"0000155328";"20/01/2021";"";"294,88";"2155326"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"82.383.159/0001-05";"COBERTURA EMPREENDIMENTOS IMOBILIÁRIOS LTDA.";"24/48";"01/02/2021";"";"3075,5";"2155340"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.368.898/0001-06";"COPEL DISTRIBUIDORA S.A.";"01-20211025279896-37";"23/01/2021";"";"80,69";"2156920"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"34.587.421/0001-82";"DANIELA MENEQUELE 07227790975";"65";"13/01/2021";"";"200";"2154316"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.547.376/0002-60";"GLOBAL FACILITES CONSERVADORA EMPRESARIAL EIRELI - EPP";"678";"04/01/2021";"";"1263,03";"2155297"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.491.597/0002-07";"ORSEGUPS MONITORAMENTO ELETRÔNICO LTDA.";"537658";"12/01/2021";"";"160,86";"2155299"
"2021";"1";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.484.013/0001-45";"SANEPAR - COMPANHIA DE SANEAMENTO DO PARANÁ";"0021.7778";"19/01/2021";"";"129,13";"2155331"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.510.879/0001-60";"AGILIZA LOCADORA DE EQUEPAMENTOS LTDA ME";"23775";"05/01/2021";"";"194,25";"2154312"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.748.495/0001-55";"ÁGUA DOCE COMÉRCIO DE BEBIDAS LTDA.";"000013148";"04/01/2021";"";"15";"2154313"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.748.495/0001-55";"ÁGUA DOCE COMÉRCIO DE BEBIDAS LTDA.";"000013280";"14/01/2021";"";"15";"2154318"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.748.495/0001-55";"ÁGUA DOCE COMÉRCIO DE BEBIDAS LTDA.";"000013427";"29/01/2021";"";"17";"2155328"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000111731";"05/01/2021";"";"152,19";"2154314"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000186267";"15/01/2021";"";"54,55";"2155303"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"227978";"27/01/2021";"";"79,55";"2155327"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"37.219.306/0001-43";"MDC MATERIAL DE HIGIENE E LIMPEZA LTDA.";"000002316";"14/01/2021";"";"13,9";"2154322"
"2021";"1";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"37.219.306/0001-43";"MDC MATERIAL DE HIGIENE E LIMPEZA LTDA.";"000002327";"15/01/2021";"";"23,8";"2155300"
"2021";"1";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34.072.494/0001-31";"REDE VIA EXPRESSA KENNEDY DE COMÉRCIO DE COMBUSTÍVEIS LTDA.";"168778";"20/01/2021";"";"189,53";"2155316"
"2021";"1";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"35.684.346/0002-11";"SEU JAMBU";"4690";"31/01/2021";"";"71,5";"2155330"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0224-69";"CLARO - S. A.";"0000611104";"20/02/2021";"";"292,21";"2156931"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"82.383.159/0001-05";"COBERTURA EMPREENDIMENTOS IMOBILIÁRIOS LTDA.";"25/48";"01/03/2021";"";"3825,5";"2156932"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.547.376/0002-60";"GLOBAL FACILITES CONSERVADORA EMPRESARIAL EIRELI - EPP";"686";"04/02/2021";"";"2072,42";"2156921"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.417.005/0001-86";"Município de Curitiba - PR";"101441334010";"08/02/2021";"";"244,34";"2155710"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.491.597/0002-07";"ORSEGUPS MONITORAMENTO ELETRÔNICO LTDA.";"543441";"18/02/2021";"";"170,08";"2156923"
"2021";"2";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.484.013/0001-45";"SANEPAR - COMPANHIA DE SANEAMENTO DO PARANÁ";"00217778";"17/02/2021";"";"142,16";"2156933"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.510.879/0001-60";"AGILIZA LOCADORA DE EQUEPAMENTOS LTDA ME";"24059";"01/02/2021";"";"180";"2155333"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.748.495/0001-55";"ÁGUA DOCE COMÉRCIO DE BEBIDAS LTDA.";"000013543";"05/02/2021";"";"17";"2155337"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.748.495/0001-55";"ÁGUA DOCE COMÉRCIO DE BEBIDAS LTDA.";"000013691";"19/02/2021";"";"15";"2156926"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000362506";"01/02/2021";"";"20,97";"2155332"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000196673";"02/02/2021";"";"143,96";"2155336"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000365935";"18/02/2021";"";"19,99";"2156925"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000145066";"19/02/2021";"";"16,38";"2156927"
"2021";"2";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76.189.406/0029-27";"CONDOR SUPER CENTER LTDA.";"000201246";"23/02/2021";"";"152,75";"2156929"
